year,week,playoff_type,away_team,home_team,away_score,home_score,margin,above_200,matchup_winner,matchup_loser
2018,1,N/A,Kuch,Kyle,142,143.9,1.9,NO,Kyle,Kuch
2018,2,N/A,Dickie,Kuch,117.1,149.4,32.3,NO,Kuch,Dickie
2018,2,N/A,Bmas,Bryan,154.1,132.8,21.3,NO,Bmas,Bryan
2018,2,N/A,Jar,Erik,130.9,143.1,12.2,NO,Erik,Jar
2018,2,N/A,Steve,Kyle,157.3,150.1,7.2,NO,Steve,Kyle
2018,2,N/A,Jim,Jay,143.3,146.3,3,NO,Jay,Jim
2018,3,N/A,Kuch,Erik,103,145.3,42.3,NO,Erik,Kuch
2018,3,N/A,Kyle,Bmas,164.8,131.9,32.9,NO,Kyle,Bmas
2018,3,N/A,Jay,Bryan,122.2,151.4,29.2,NO,Bryan,Jay
2018,3,N/A,Jim,Jar,122.1,143.9,21.8,NO,Jar,Jim
2018,3,N/A,Steve,Dickie,137.3,123,14.3,NO,Steve,Dickie
2018,4,N/A,Erik,Jim,231.4,126.5,104.9,YES,Erik,Jim
2018,4,N/A,Bryan,Jar,190.5,113.8,76.7,NO,Bryan,Jar
2018,4,N/A,Bmas,Dickie,138.3,76.9,61.4,NO,Bmas,Dickie
2018,4,N/A,Kyle,Jay,141.9,197.7,55.8,NO,Jay,Kyle
2018,4,N/A,Kuch,Steve,162.1,132.8,29.3,NO,Kuch,Steve
2018,5,N/A,Dickie,Kyle,88.5,130.3,41.8,NO,Kyle,Dickie
2018,5,N/A,Bmas,Kuch,141.7,155.6,13.9,NO,Kuch,Bmas
2018,5,N/A,Jar,Jay,134.3,140.8,6.5,NO,Jay,Jar
2018,5,N/A,Steve,Jim,117.6,123.3,5.7,NO,Jim,Steve
2018,5,N/A,Bryan,Erik,153.3,158.4,5.1,NO,Erik,Bryan
2018,6,N/A,Erik,Bmas,162.8,120.3,42.5,NO,Erik,Bmas
2018,6,N/A,Jim,Kyle,155.2,117.8,37.4,NO,Jim,Kyle
2018,6,N/A,Bryan,Dickie,181.2,146.7,34.5,NO,Bryan,Dickie
2018,6,N/A,Jay,Kuch,152.4,130.9,21.5,NO,Jay,Kuch
2018,6,N/A,Jar,Steve,114.8,117.6,2.8,NO,Steve,Jar
2018,7,N/A,Kuch,Jim,151.9,112.7,39.2,NO,Kuch,Jim
2018,7,N/A,Dickie,Erik,106.3,140.2,33.9,NO,Erik,Dickie
2018,7,N/A,Steve,Bryan,175.5,145.8,29.7,NO,Steve,Bryan
2018,7,N/A,Bmas,Jay,131.1,154.8,23.7,NO,Jay,Bmas
2018,7,N/A,Kyle,Jar,105.7,115.5,9.8,NO,Jar,Kyle
2018,8,N/A,Jar,Kuch,97.7,200.2,102.5,YES,Kuch,Jar
2018,8,N/A,Jay,Dickie,171,87.5,83.5,NO,Jay,Dickie
2018,8,N/A,Erik,Steve,179.7,135.8,43.9,NO,Erik,Steve
2018,8,N/A,Jim,Bmas,127.6,151.3,23.7,NO,Bmas,Jim
2018,8,N/A,Bryan,Kyle,133,129.6,3.4,NO,Bryan,Kyle
2018,9,N/A,Jar,Dickie,166.2,72.3,93.9,NO,Jar,Dickie
2018,9,N/A,Bryan,Bmas,103.2,155.4,52.2,NO,Bmas,Bryan
2018,9,N/A,Jay,Kyle,170.8,184.7,13.9,NO,Kyle,Jay
2018,9,N/A,Jim,Steve,141.2,128.8,12.4,NO,Jim,Steve
2018,9,N/A,Erik,Kuch,133.9,131.8,2.1,NO,Erik,Kuch
2018,10,N/A,Bmas,Erik,127.4,216,88.6,YES,Erik,Bmas
2018,10,N/A,Kuch,Jay,151.8,125.2,26.6,NO,Kuch,Jay
2018,10,N/A,Dickie,Bryan,132.3,118.3,14,NO,Dickie,Bryan
2018,10,N/A,Kyle,Jim,166.7,157.5,9.2,NO,Kyle,Jim
2018,10,N/A,Steve,Jar,125,122.3,2.7,NO,Steve,Jar
2018,11,N/A,Erik,Dickie,162.5,120.6,41.9,NO,Erik,Dickie
2018,11,N/A,Jim,Kuch,125.3,162.5,37.2,NO,Kuch,Jim
2018,11,N/A,Bryan,Steve,162.9,189.3,26.4,NO,Steve,Bryan
2018,11,N/A,Jar,Kyle,136.3,126.8,9.5,NO,Jar,Kyle
2018,11,N/A,Jay,Bmas,119.2,120.1,0.9,NO,Bmas,Jay
2018,12,N/A,Steve,Erik,105.6,151.3,45.7,NO,Erik,Steve
2018,12,N/A,Dickie,Jay,122.6,150,27.4,NO,Jay,Dickie
2018,12,N/A,Kuch,Jar,149.2,124,25.2,NO,Kuch,Jar
2018,12,N/A,Kyle,Bryan,161.6,141.2,20.4,NO,Kyle,Bryan
2018,12,N/A,Bmas,Jim,147.7,135.6,12.1,NO,Bmas,Jim
2018,P1,4v1,Steve,Erik,279.6,272,7.6,YES,Steve,Erik
2018,P1,3v2,Jay,Kuch,282.2,271.4,10.8,YES,Jay,Kuch
2018,P1,6v5,Bmas,Kyle,248.8,259.2,10.4,YES,Kyle,Bmas
2018,P1,8v7,Jim,Bryan,239.1,267.7,28.6,YES,Bryan,Jim
2018,P1,10v9,Dickie,Jar,210.1,195.2,14.9,YES,Dickie,Jar
2018,P2,Championship,Steve,Jay,257.8,269.9,12.1,YES,Jay,Steve
2018,P2,Third Place,Kuch,Erik,246.8,314.1,67.3,YES,Erik,Kuch
2018,P2,C,Bryan,Kyle,259.9,238,21.9,YES,Bryan,Kyle
2018,P2,C,Dickie,Bmas,179.8,157,22.8,NO,Dickie,Bmas
2018,P2,C,Jar,Jim,266.5,171.2,95.3,YES,Jar,Jim
2019,1,N/A,Steve,Jar,212.5,127.5,85,YES,Steve,Jar
2019,1,N/A,Jay,Dickie,107.8,153.3,45.5,NO,Dickie,Jay
2019,1,N/A,Bryan,Kuch,129.7,96.3,33.4,NO,Bryan,Kuch
2019,1,N/A,Kyle,Bmas,100.7,129.4,28.7,NO,Bmas,Kyle
2019,1,N/A,Erik,Jim,168.1,142.2,25.9,NO,Erik,Jim
2019,2,N/A,Kuch,Dickie,102.8,148.7,45.9,NO,Dickie,Kuch
2019,2,N/A,Jar,Kyle,128.4,100.6,27.8,NO,Jar,Kyle
2019,2,N/A,Bmas,Jay,114.5,107.2,7.3,NO,Bmas,Jay
2019,2,N/A,Jim,Bryan,106,112.9,6.9,NO,Bryan,Jim
2019,2,N/A,Erik,Steve,164.3,166,1.7,NO,Steve,Erik
2019,3,N/A,Bryan,Erik,140.5,200.2,59.7,YES,Erik,Bryan
2019,3,N/A,Steve,Kyle,136,180.4,44.4,NO,Kyle,Steve
2019,3,N/A,Dickie,Jim,124.3,155.6,31.3,NO,Jim,Dickie
2019,3,N/A,Jay,Jar,118.6,133.9,15.3,NO,Jar,Jay
2019,3,N/A,Kuch,Bmas,132.1,143.1,11,NO,Bmas,Kuch
2019,4,N/A,Kyle,Jay,131.3,44.2,87.1,NO,Kyle,Jay
2019,4,N/A,Erik,Dickie,139.3,108,31.3,NO,Erik,Dickie
2019,4,N/A,Jim,Bmas,132,148.7,16.7,NO,Bmas,Jim
2019,4,N/A,Bryan,Steve,127.8,113.5,14.3,NO,Bryan,Steve
2019,4,N/A,Jar,Kuch,123.5,124.8,1.3,NO,Kuch,Jar
2019,5,N/A,Bmas,Erik,152.5,229.6,77.1,YES,Erik,Bmas
2019,5,N/A,Jim,Jar,118,189.4,71.4,NO,Jar,Jim
2019,5,N/A,Steve,Jay,101.2,153.2,52,NO,Jay,Steve
2019,5,N/A,Dickie,Bryan,165.9,117.5,48.4,NO,Dickie,Bryan
2019,5,N/A,Kuch,Kyle,100.3,112.4,12.1,NO,Kyle,Kuch
2019,6,N/A,Jay,Kuch,78.2,161.7,83.5,NO,Kuch,Jay
2019,6,N/A,Bryan,Bmas,106,168,62,NO,Bmas,Bryan
2019,6,N/A,Erik,Jar,153.8,169.8,16,NO,Jar,Erik
2019,6,N/A,Dickie,Steve,141.5,136,5.5,NO,Dickie,Steve
2019,6,N/A,Kyle,Jim,110.8,107.5,3.3,NO,Kyle,Jim
2019,7,N/A,Bmas,Dickie,137.8,68.7,69.1,NO,Bmas,Dickie
2019,7,N/A,Erik,Kyle,153.7,102.5,51.2,NO,Erik,Kyle
2019,7,N/A,Jim,Jay,141.5,119.8,21.7,NO,Jim,Jay
2019,7,N/A,Steve,Kuch,110,91.6,18.4,NO,Steve,Kuch
2019,7,N/A,Jar,Bryan,110,107.4,2.6,NO,Jar,Bryan
2019,8,N/A,Bmas,Steve,162.7,80,82.7,NO,Bmas,Steve
2019,8,N/A,Dickie,Jar,133.8,180.5,46.7,NO,Jar,Dickie
2019,8,N/A,Jay,Erik,119,160.4,41.4,NO,Erik,Jay
2019,8,N/A,Bryan,Kyle,142,133.8,8.2,NO,Bryan,Kyle
2019,8,N/A,Kuch,Jim,149.7,142.9,6.8,NO,Kuch,Jim
2019,9,N/A,Erik,Kuch,182.4,87.4,95,NO,Erik,Kuch
2019,9,N/A,Kyle,Dickie,140,97,43,NO,Kyle,Dickie
2019,9,N/A,Jar,Bmas,130.5,121.7,8.8,NO,Jar,Bmas
2019,9,N/A,Bryan,Jay,130.6,124.9,5.7,NO,Bryan,Jay
2019,9,N/A,Steve,Jim,129.9,126,3.9,NO,Steve,Jim
2019,10,N/A,Bmas,Kyle,111.2,169.5,58.3,NO,Kyle,Bmas
2019,10,N/A,Jar,Steve,122.6,169.7,47.1,NO,Steve,Jar
2019,10,N/A,Jim,Erik,84.6,126.4,41.8,NO,Erik,Jim
2019,10,N/A,Dickie,Jay,143.2,163.4,20.2,NO,Jay,Dickie
2019,10,N/A,Kuch,Bryan,123.5,105.4,18.1,NO,Kuch,Bryan
2019,11,N/A,Kyle,Jar,143.8,105.7,38.1,NO,Kyle,Jar
2019,11,N/A,Bryan,Jim,121.9,96.9,25,NO,Bryan,Jim
2019,11,N/A,Jay,Bmas,117.3,137.6,20.3,NO,Bmas,Jay
2019,11,N/A,Dickie,Kuch,106.1,124.8,18.7,NO,Kuch,Dickie
2019,11,N/A,Steve,Erik,144.9,136.9,8,NO,Steve,Erik
2019,12,N/A,Bmas,Kuch,160.3,113.3,47,NO,Bmas,Kuch
2019,12,N/A,Erik,Bryan,117.4,139.9,22.5,NO,Bryan,Erik
2019,12,N/A,Jim,Dickie,125.9,107.7,18.2,NO,Jim,Dickie
2019,12,N/A,Kyle,Steve,130.5,116.9,13.6,NO,Kyle,Steve
2019,12,N/A,Jar,Jay,118.8,113.9,4.9,NO,Jar,Jay
2019,P1,4v1,Kyle,Bmas,211,230.5,19.5,YES,Bmas,Kyle
2019,P1,3v2,Jar,Erik,300.6,233.2,67.4,YES,Jar,Erik
2019,P1,6v5,Steve,Bryan,280.3,313.1,32.8,YES,Bryan,Steve
2019,P1,8v7,Dickie,Kuch,287.5,211.1,76.4,YES,Dickie,Kuch
2019,P1,10v9,Jay,Jim,221.3,237,15.7,YES,Jim,Jay
2019,P2,Championship,Jar,Bmas,258.1,312.7,54.6,YES,Bmas,Jar
2019,P2,Third Place,Kyle,Erik,215.3,327,111.7,YES,Erik,Kyle
2019,P2,C,Dickie,Bryan,311.4,288.2,23.2,YES,Dickie,Bryan
2019,P2,C,Jim,Steve,206.5,259.9,53.4,YES,Steve,Jim
2019,P2,C,Jay,Kuch,238.2,313.1,74.9,YES,Kuch,Jay
2020,1,N/A,Jay,Dickie,103.4,167.7,64.3,NO,Dickie,Jay
2020,1,N/A,Erik,Jim,104.3,162.2,57.9,NO,Jim,Erik
2020,1,N/A,Steve,Jar,123.2,159.9,36.7,NO,Jar,Steve
2020,1,N/A,Bryan,Kuch,128.4,149.1,20.7,NO,Kuch,Bryan
2020,1,N/A,Kyle,Bmas,153,154.9,1.9,NO,Bmas,Kyle
2020,2,N/A,Kuch,Dickie,208.4,155.1,53.3,YES,Kuch,Dickie
2020,2,N/A,Erik,Steve,147.3,188.2,40.9,NO,Steve,Erik
2020,2,N/A,Bmas,Jay,77.7,114.5,36.8,NO,Jay,Bmas
2020,2,N/A,Jar,Kyle,122.8,147.6,24.8,NO,Kyle,Jar
2020,2,N/A,Jim,Bryan,163.1,160.1,3,NO,Jim,Bryan
2020,3,N/A,Dickie,Jim,178.5,134.3,44.2,NO,Dickie,Jim
2020,3,N/A,Jay,Jar,122.5,149.2,26.7,NO,Jar,Jay
2020,3,N/A,Kuch,Bmas,157.4,135.1,22.3,NO,Kuch,Bmas
2020,3,N/A,Steve,Kyle,166.5,145.1,21.4,NO,Steve,Kyle
2020,3,N/A,Bryan,Erik,121.1,136.7,15.6,NO,Erik,Bryan
2020,4,N/A,Jim,Bmas,179.7,107.7,72,NO,Jim,Bmas
2020,4,N/A,Kyle,Jay,149.7,99.4,50.3,NO,Kyle,Jay
2020,4,N/A,Jar,Kuch,132.4,142.5,10.1,NO,Kuch,Jar
2020,4,N/A,Erik,Dickie,129.1,137.3,8.2,NO,Dickie,Erik
2020,4,N/A,Bryan,Steve,130.7,136.6,5.9,NO,Steve,Bryan
2020,5,N/A,Dickie,Bryan,99.1,153.4,54.3,NO,Bryan,Dickie
2020,5,N/A,Jim,Jar,154.1,110.9,43.2,NO,Jim,Jar
2020,5,N/A,Kuch,Kyle,145.7,105.6,40.1,NO,Kuch,Kyle
2020,5,N/A,Steve,Jay,150.9,121,29.9,NO,Steve,Jay
2020,5,N/A,Bmas,Erik,135,128.2,6.8,NO,Bmas,Erik
2020,6,N/A,Erik,Jar,110,167,57,NO,Jar,Erik
2020,6,N/A,Bryan,Bmas,121.8,165.4,43.6,NO,Bmas,Bryan
2020,6,N/A,Dickie,Steve,95.6,136.4,40.8,NO,Steve,Dickie
2020,6,N/A,Jay,Kuch,165.5,129.2,36.3,NO,Jay,Kuch
2020,6,N/A,Kyle,Jim,103.3,94.8,8.5,NO,Kyle,Jim
2020,7,N/A,Steve,Kuch,97.3,205.6,108.3,YES,Kuch,Steve
2020,7,N/A,Jar,Bryan,115.4,155.2,39.8,NO,Bryan,Jar
2020,7,N/A,Bmas,Dickie,149.9,173.8,23.9,NO,Dickie,Bmas
2020,7,N/A,Jim,Jay,97.5,90.7,6.8,NO,Jim,Jay
2020,7,N/A,Erik,Kyle,134.3,139.7,5.4,NO,Kyle,Erik
2020,8,N/A,Bmas,Steve,106.2,167.7,61.5,NO,Steve,Bmas
2020,8,N/A,Dickie,Jar,119.9,77.4,42.5,NO,Dickie,Jar
2020,8,N/A,Jay,Erik,159.7,118.1,41.6,NO,Jay,Erik
2020,8,N/A,Kuch,Jim,104,139.7,35.7,NO,Jim,Kuch
2020,8,N/A,Bryan,Kyle,117,115.9,1.1,NO,Bryan,Kyle
2020,9,N/A,Steve,Jim,129.5,171.9,42.4,NO,Jim,Steve
2020,9,N/A,Jar,Bmas,114.3,146.3,32,NO,Bmas,Jar
2020,9,N/A,Erik,Kuch,128.7,157,28.3,NO,Kuch,Erik
2020,9,N/A,Kyle,Dickie,153.4,127,26.4,NO,Kyle,Dickie
2020,9,N/A,Bryan,Jay,99.2,93.2,6,NO,Bryan,Jay
2020,10,N/A,Bmas,Kyle,117.1,160.9,43.8,NO,Kyle,Bmas
2020,10,N/A,Kuch,Bryan,109.7,137,27.3,NO,Bryan,Kuch
2020,10,N/A,Dickie,Jay,116.1,105.4,10.7,NO,Dickie,Jay
2020,10,N/A,Jar,Steve,97.9,105.6,7.7,NO,Steve,Jar
2020,10,N/A,Jim,Erik,78.2,77.2,1,NO,Jim,Erik
2020,11,N/A,Bryan,Jim,104,137.8,33.8,NO,Jim,Bryan
2020,11,N/A,Jay,Bmas,117,147.3,30.3,NO,Bmas,Jay
2020,11,N/A,Kyle,Jar,130.3,110.5,19.8,NO,Kyle,Jar
2020,11,N/A,Steve,Erik,122.3,107.3,15,NO,Steve,Erik
2020,11,N/A,Dickie,Kuch,148.7,159,10.3,NO,Kuch,Dickie
2020,12,N/A,Jar,Jay,183.4,125.9,57.5,NO,Jar,Jay
2020,12,N/A,Erik,Bryan,164.3,128.4,35.9,NO,Erik,Bryan
2020,12,N/A,Kyle,Steve,93.7,123.4,29.7,NO,Steve,Kyle
2020,12,N/A,Jim,Dickie,163.5,135.2,28.3,NO,Jim,Dickie
2020,12,N/A,Bmas,Kuch,121.4,113.2,8.2,NO,Bmas,Kuch
2020,P1,4v1,Kyle,Jim,237.1,287.9,50.8,YES,Jim,Kyle
2020,P1,3v2,Kuch,Steve,330.8,280.4,50.4,YES,Kuch,Steve
2020,P1,6v5,Bmas,Dickie,204.2,240.6,36.4,YES,Dickie,Bmas
2020,P1,8v7,Jar,Bryan,258.9,243.9,15,YES,Jar,Bryan
2020,P1,10v9,Erik,Jay,219.1,240.9,21.8,YES,Jay,Erik
2020,P2,Championship,Kuch,Jim,271.5,276.4,4.9,YES,Jim,Kuch
2020,P2,Third Place,Kyle,Steve,369.3,292.1,77.2,YES,Kyle,Steve
2020,P2,C,Jar,Dickie,262.3,247.7,14.6,YES,Jar,Dickie
2020,P2,C,Jay,Bmas,266.3,211.4,54.9,YES,Jay,Bmas
2020,P2,C,Erik,Bryan,217.4,259.9,42.5,YES,Bryan,Erik
2021,1,N/A,Kyle,Erik,154,85.7,68.3,NO,Kyle,Erik
2021,1,N/A,Dickie,Bryan,192.9,134.5,58.4,NO,Dickie,Bryan
2021,1,N/A,Bmas,Jim,123,160.5,37.5,NO,Jim,Bmas
2021,1,N/A,Jay,Kuch,116,149.3,33.3,NO,Kuch,Jay
2021,1,N/A,Steve,Jar,134.4,161.6,27.2,NO,Jar,Steve
2021,2,N/A,Kuch,Jar,87.2,151.5,64.3,NO,Jar,Kuch
2021,2,N/A,Erik,Dickie,152.7,122.4,30.3,NO,Erik,Dickie
2021,2,N/A,Bryan,Steve,141.3,127.7,13.6,NO,Bryan,Steve
2021,2,N/A,Jim,Jay,182.1,169.7,12.4,NO,Jim,Jay
2021,2,N/A,Bmas,Kyle,111.9,116.3,4.4,NO,Kyle,Bmas
2021,3,N/A,Steve,Erik,101.7,168.5,66.8,NO,Erik,Steve
2021,3,N/A,Kyle,Dickie,129.6,189,59.4,NO,Dickie,Kyle
2021,3,N/A,Kuch,Bryan,124.4,83.3,41.1,NO,Kuch,Bryan
2021,3,N/A,Jay,Bmas,162.3,144.3,18,NO,Jay,Bmas
2021,3,N/A,Jar,Jim,129.5,125.6,3.9,NO,Jar,Jim
2021,4,N/A,Erik,Kuch,143.3,177,33.7,NO,Kuch,Erik
2021,4,N/A,Dickie,Steve,155.4,131.1,24.3,NO,Dickie,Steve
2021,4,N/A,Jay,Kyle,121.4,108.4,13,NO,Jay,Kyle
2021,4,N/A,Jim,Bryan,123.9,116.6,7.3,NO,Jim,Bryan
2021,4,N/A,Bmas,Jar,140,137.6,2.4,NO,Bmas,Jar
2021,5,N/A,Jar,Jay,99.4,215.9,116.5,YES,Jay,Jar
2021,5,N/A,Jim,Erik,119.4,169.7,50.3,NO,Erik,Jim
2021,5,N/A,Kuch,Dickie,101.9,146.2,44.3,NO,Dickie,Kuch
2021,5,N/A,Kyle,Steve,153.4,142.6,10.8,NO,Kyle,Steve
2021,5,N/A,Bryan,Bmas,193.7,186.9,6.8,NO,Bryan,Bmas
2021,6,N/A,Jar,Bryan,150,127.8,22.2,NO,Jar,Bryan
2021,6,N/A,Steve,Kuch,132.2,122.6,9.6,NO,Steve,Kuch
2021,6,N/A,Jar,Kyle,146.6,140.1,6.5,NO,Jar,Kyle
2021,6,N/A,Bmas,Erik,130.6,136.3,5.7,NO,Erik,Bmas
2021,6,N/A,Dickie,Jim,151.3,150.8,0.5,NO,Dickie,Jim
2021,7,N/A,Bmas,Dickie,112.8,151.8,39,NO,Dickie,Bmas
2021,7,N/A,Jim,Steve,113.3,119,5.7,NO,Steve,Jim
2021,7,N/A,Kyle,Kuch,135.6,130.7,4.9,NO,Kyle,Kuch
2021,7,N/A,Bryan,Jar,135.3,131.6,3.7,NO,Bryan,Jar
2021,7,N/A,Erik,Jay,152,152.1,0.1,NO,Jay,Erik
2021,8,N/A,Kuch,Jim,147.9,90.1,57.8,NO,Kuch,Jim
2021,8,N/A,Jar,Erik,157.4,102.8,54.6,NO,Jar,Erik
2021,8,N/A,Bryan,Kyle,83.9,133.6,49.7,NO,Kyle,Bryan
2021,8,N/A,Steve,Bmas,111.2,124,12.8,NO,Bmas,Steve
2021,8,N/A,Jay,Dickie,109.3,117.3,8,NO,Dickie,Jay
2021,9,N/A,Kyle,Jim,147.9,109.3,38.6,NO,Kyle,Jim
2021,9,N/A,Bmas,Kuch,92.5,126.2,33.7,NO,Kuch,Bmas
2021,9,N/A,Jay,Steve,108.6,94.2,14.4,NO,Jay,Steve
2021,9,N/A,Erik,Bryan,131.7,145.9,14.2,NO,Bryan,Erik
2021,9,N/A,Dickie,Jar,86.2,89,2.8,NO,Jar,Dickie
2021,10,N/A,Erik,Kyle,152.1,113.3,38.8,NO,Erik,Kyle
2021,10,N/A,Jim,Bmas,128.2,106.1,22.1,NO,Jim,Bmas
2021,10,N/A,Bryan,Dickie,116.1,102.5,13.6,NO,Bryan,Dickie
2021,10,N/A,Kuch,Jay,123.8,110.6,13.2,NO,Kuch,Jay
2021,10,N/A,Jar,Steve,117.4,109.6,7.8,NO,Jar,Steve
2021,11,N/A,Kyle,Bmas,170.1,103.3,66.8,NO,Kyle,Bmas
2021,11,N/A,Dickie,Erik,179.9,161.2,18.7,NO,Dickie,Erik
2021,11,N/A,Jay,Jim,113.3,104.6,8.7,NO,Jay,Jim
2021,11,N/A,Steve,Bryan,107.3,124.5,17.2,NO,Bryan,Steve
2021,11,N/A,Jar,Kuch,137.8,132.4,5.4,NO,Jar,Kuch
2021,12,N/A,Dickie,Kyle,149.4,128.2,21.2,NO,Dickie,Kyle
2021,12,N/A,Bmas,Jay,79.3,163.4,84.1,NO,Jay,Bmas
2021,12,N/A,Erik,Steve,88,94.8,6.8,NO,Steve,Erik
2021,12,N/A,Jim,Jar,150.5,138.7,11.8,NO,Jim,Jar
2021,12,N/A,Bryan,Kuch,102.6,134.3,31.7,NO,Kuch,Bryan
2021,13,N/A,Kyle,Jay,142.1,144.1,2,NO,Jay,Kyle
2021,13,N/A,Steve,Dickie,100.6,105.1,4.5,NO,Dickie,Steve
2021,13,N/A,Jar,Bmas,102,148.3,46.3,NO,Bmas,Jar
2021,13,N/A,Kuch,Erik,97.7,151.2,53.5,NO,Erik,Kuch
2021,13,N/A,Bryan,Jim,138.4,175.3,36.9,NO,Jim,Bryan
2021,P1,4v1,Kyle,Dickie,257.7,319.4,61.7,YES,Dickie,Kyle
2021,P1,3v2,Jar,Jay,254.9,271.5,16.6,YES,Jay,Jar
2021,P1,6v5,Erik,Kuch,313.9,199.7,114.2,YES,Erik,Kuch
2021,P1,8v7,Bryan,Jim,182.1,246.7,64.6,YES,Jim,Bryan
2021,P1,10v9,Steve,Bmas,193.2,284.3,91.1,YES,Bmas,Steve
2021,P2,Championship,Jay,Dickie,294,284.8,9.2,YES,Jay,Dickie
2021,P2,Third Place,Kyle,Jar,306.9,283.4,23.5,YES,Kyle,Jar
2021,P2,C,Jim,Erik,281.4,281.4,0,YES,#N/A,TIE!
2021,P2,C,Bmas,Kuch,227,213.3,13.7,YES,Bmas,Kuch
2021,P2,C,Steve,Bryan,170.6,149.8,20.8,NO,Steve,Bryan